week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,Date,Temp_C
16th week,Karnataka,Mysore,Cholera,21.0,0.0,20,4,2011,12.3051828,76.6553609,0.250811064,9.0,308.204,2011-04-20,35.05400000000003
16th week,Karnataka,Raichur,Acute Diarrhoeal Disease,24.0,0.0,16,4,2011,16.083333,77.166667,0.08251434248,6.0,316.796,2011-04-16,43.646000000000015
16th week,Maharashtra,Nashik,Malaria,61.0,1.0,17,4,2011,20.0112475,73.7902364,0.006124711444,5.0,315.97200000000004,2011-04-17,42.82200000000006
16th week,Maharashtra,Thane,Cholera,17.0,0.0,18,4,2011,19.1943294,72.9701779,0.01387869002,8.0,317.176,2011-04-18,44.02600000000001
16th week,Rajasthan,Karauli,Acute Diarrhoeal Disease,10.0,0.0,14,4,2011,26.51668105,77.05772977,0.04155761421,8.6,309.4633334,2011-04-14,36.31333340000003
16th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,11.0,0.0,22,4,2011,9.9696643,77.47420049,0.5498600001,7.4,313.6533334,2011-04-22,40.50333340000003
16th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,25.0,1.0,22,4,2011,22.642931,88.8930579,0.1518664035,5.2,303.17,2011-04-22,30.02000000000004
16th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,118.0,1.0,19,4,2011,23.2495714,87.8681751,0.09735155277,12.0,306.99333340000004,2011-04-19,33.84333340000006
17th week,Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,106.0,3.0,28,4,2011,16.21399145,81.02572814,0.5415081107,7.0,307.94,2011-04-28,34.79000000000002
17th week,Telangana,Warangal,Dengue,8.0,0.0,27,4,2011,17.9820644,79.5970954,0.1189280815,7.0,310.945,2011-04-27,37.795000000000016
17th week,Assam,Barpeta,Cholera,66.0,0.0,23,4,2011,26.34142215,91.01674328,0.3847743948,8.4,300.896,2011-04-23,27.746000000000038
17th week,Assam,Jorhat,Acute Diarrhoeal Disease,6.0,2.0,30,4,2011,26.7577925,94.2079645,0.1487792432,6.6,300.095,2011-04-30,26.94500000000005
17th week,Gujarat,Anand,Acute Diarrhoeal Disease,96.0,0.0,18,4,2011,22.5584995,72.9625629,0.0001852530967,6.0,316.6733334,2011-04-18,43.52333340000001
17th week,Gujarat,Anand,Acute Diarrhoeal Disease,12.0,0.0,21,4,2011,22.5584995,72.9625629,0.0001732755394,6.0,315.676,2011-04-21,42.52600000000001
17th week,Gujarat,Amreli,Chikungunya,32.0,0.0,19,4,2011,20.866667,70.75,0.001580187672,7.0,314.8866666,2011-04-19,41.736666600000035
17th week,Gujarat,Kheda,Chikungunya,19.0,0.0,19,4,2011,22.75,72.833333,0.001741688785,5.0,316.0966666,2011-04-19,42.946666600000015
17th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,12.0,0.0,27,4,2011,24.0294885,73.0459884,3.48e-05,5.0,320.8233334,2011-04-27,47.67333340000005
17th week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,14.0,0.0,1,5,2011,14.2266443,76.4005122,0.04366439091,12.6,310.67,2011-05-01,37.52000000000004
17th week,Karnataka,Gadag,Acute Diarrhoeal Disease,33.0,1.0,27,4,2011,15.4206667,75.6225644,0.1352444608,4.0,314.668,2011-04-27,41.51800000000003
17th week,Karnataka,Hassan,Acute Diarrhoeal Disease,97.0,0.0,28,4,2011,13.0070817,76.0992703,0.2785071823,9.0,304.88,2011-04-28,31.730000000000018
17th week,Karnataka,Tumkur,Malaria,25.0,0.0,21,4,2011,13.3400771,77.1006208,0.1759958813,8.0,308.656,2011-04-21,35.50600000000003
17th week,Karnataka,Udupi,Malaria,13.0,0.0,18,4,2011,13.3419169,74.7473232,0.2143703741,16.0,305.44,2011-04-18,32.29000000000002
17th week,Odisha,Puri,Acute Diarrhoeal Disease,12.0,0.0,27,4,2011,19.8076083,85.8252538,0.1703237418,8.0,306.46,2011-04-27,33.31
17th week,Tamil Nadu,Tirunelveli,Cholera,13.0,0.0,18,4,2011,8.7284271,77.7112925,0.09876300738,9.0,307.04400000000004,2011-04-18,33.89400000000006
17th week,Tamil Nadu,Karur,Dengue,4.0,0.0,24,4,2011,10.9301522,78.08485455,1.121350154,6.0,313.2333334,2011-04-24,40.083333400000015
17th week,West Bengal,Hooghly,Cholera,35.0,0.0,24,4,2011,22.9052114,88.3760639,0.2027345886,15.0,303.268,2011-04-24,30.117999999999995
17th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,25.0,0.0,10,4,2011,24.0294885,73.0459884,0.0001406455982,5.0,313.7966666,2011-04-10,40.6466666
17th week,Maharashtra,Kolhapur,Acute Diarrhoeal Disease,32.0,0.0,9,4,2011,16.7028412,74.2405329,6.13e-05,6.0,316.72,2011-04-09,43.57000000000005
17th week,Telangana,Mahbubnagar,Acute Diarrhoeal Disease,51.0,0.0,22,4,2011,16.7434538,77.9923191,0.03769683834,11.0,314.94,2011-04-22,41.79000000000002
17th week,Arunachal Pradesh,Seppa Town,Acute Diarrhoeal Disease,173.0,0.0,31,1,2011,27.3594183,93.0406098,0.7235730027,20.0,283.1466666,2011-01-31,9.996666600000026
17th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,152.0,0.0,15,4,2011,23.2495714,87.8681751,0.04750040655,13.8,306.72,2011-04-15,33.57000000000005
18th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,71.0,0.0,27,4,2011,15.8309251,78.0425373,0.0430614165,7.0,312.96,2011-04-27,39.81
18th week,Assam,Sonitpur,Acute Diarrhoeal Disease,56.0,0.0,6,5,2011,26.76777075,92.70140886,2.06658738,18.0,300.8066666,2011-05-06,27.65666660000005
18th week,Assam,Sonitpur,Cholera,208.0,0.0,4,5,2011,26.76777075,92.70140886,2.050124456,18.0,301.935,2011-05-04,28.785000000000025
18th week,Assam,Sibsagar,Acute Diarrhoeal Disease,15.0,0.0,5,5,2011,26.96388985,94.58213345,0.8901877922,17.0,303.68,2011-05-05,30.53000000000003
18th week,Gujarat,Bharuch,Acute Diarrhoeal Disease,42.0,0.0,3,5,2011,21.75,73.0,5.55e-05,6.0,315.1266666,2011-05-03,41.976666600000044
18th week,Gujarat,Valsad,Malaria,12.0,0.0,3,5,2011,20.43219565,73.1409893,0.004517472025,7.0,314.4666666,2011-05-03,41.31666660000002
18th week,Haryana,Ambala,Acute Diarrhoeal Disease,20.0,0.0,7,5,2011,30.3843674,76.770421,0.05303068409,6.0,308.18333340000004,2011-05-07,35.03333340000006
18th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,15.0,0.0,4,5,2011,30.1389108,77.301064,0.001068512926,4.0,309.6633334,2011-05-04,36.51333340000002
18th week,Karnataka,Kolar,Acute Diarrhoeal Disease,12.0,0.0,3,5,2011,13.1367201,78.1337246,0.04706139085,10.0,305.9633334,2011-05-03,32.81333340000003
18th week,Punjab,Hoshiarpur,Acute Diarrhoeal Disease,37.0,0.0,3,5,2011,31.60857425,75.84644247,0.04116704934,8.0,308.2466666,2011-05-03,35.09666660000005
18th week,Tamil Nadu,Salem,Acute Diarrhoeal Disease,13.0,0.0,4,5,2011,11.0600516,77.0679581,0.1690344056,10.0,303.44,2011-05-04,30.29000000000002
18th week,Uttarakhand,Nainital,Acute Diarrhoeal Disease,13.0,0.0,8,5,2011,29.29478295,79.41548094,0.1424577131,4.8,304.0,2011-05-08,30.850000000000023
18th week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,15.0,0.0,5,5,2011,26.4733048,88.67886686,1.138024476,28.0,296.2266666,2011-05-05,23.07666660000001
18th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,21.0,0.0,2,5,2011,22.5760669,88.42006758,0.5945047607,12.0,304.392,2011-05-02,31.24200000000002
18th week,West Bengal,Purulia,Acute Diarrhoeal Disease,68.0,0.0,7,5,2011,23.3291882,86.3672378,0.2322560709,6.0,310.84000000000003,2011-05-07,37.690000000000055
19th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,12.0,0.0,9,5,2011,22.2973142,73.1942567,0.0001526603341,10.6,314.628,2011-05-09,41.47800000000001
19th week,Gujarat,Kutch,Acute Diarrhoeal Disease,99.0,0.0,13,5,2011,23.583333,70.0,0.0002663771331,3.0,316.3833334,2011-05-13,43.23333340000005
19th week,Karnataka,Mandya,Cholera,42.0,0.0,8,5,2011,12.5238888,76.8961961,0.1299463155,7.2,304.67,2011-05-08,31.52000000000004
19th week,Karnataka,Davangere,Malaria,13.0,1.0,9,5,2011,14.4679807,75.9195682,0.03452846388,3.8,310.196,2011-05-09,37.04600000000005
19th week,Karnataka,Haveri,Acute Diarrhoeal Disease,12.0,0.0,13,5,2011,14.7874825,75.3996731,0.09915531393,24.0,304.996,2011-05-13,31.846000000000004
19th week,Karnataka,Belgaum,Acute Diarrhoeal Disease,21.0,0.0,15,5,2011,15.8572666,74.5069343,0.04118482376,9.0,313.5433334,2011-05-15,40.39333340000002
19th week,Karnataka,Tumkur,Acute Diarrhoeal Disease,20.0,0.0,13,5,2011,13.3400771,77.1006208,0.0328835695,8.0,309.59000000000003,2011-05-13,36.440000000000055
19th week,Madhya Pradesh,Khargone,Chikungunya,8.0,0.0,10,5,2011,21.825599,75.614182,0.0007785707953,4.0,318.0966666,2011-05-10,44.946666600000015
19th week,Tamil Nadu,Theni,Dengue,11.0,0.0,9,5,2011,9.9696643,77.47420049,0.07313094396,12.0,308.6866666,2011-05-09,35.536666600000046
19th week,Tamil Nadu,Cuddalore,Acute Diarrhoeal Disease,28.0,0.0,9,5,2011,11.7564329,79.7634644,0.04302878099,10.2,308.944,2011-05-09,35.79400000000004
19th week,Gujarat,Navsari,Malaria,28.0,0.0,27,4,2011,20.952407,72.9323831,0.0001314640023,4.0,311.77,2011-04-27,38.620000000000005
19th week,Rajasthan,Barmer,Chikungunya,18.0,0.0,27,4,2011,25.5819034,71.61966243,3.48e-05,2.0,326.5066666,2011-04-27,53.35666660000004
19th week,Arunachal Pradesh,Seppa Town,Acute Diarrhoeal Disease,195.0,0.0,31,1,2011,27.3594183,93.0406098,0.7235730027,20.0,283.1466666,2011-01-31,9.996666600000026
19th week,Uttarakhand,Nainital,Acute Diarrhoeal Disease,29.0,0.0,10,5,2011,29.29478295,79.41548094,0.1433440129,22.0,303.8866666,2011-05-10,30.736666600000035
20th week,Assam,Sibsagar,Acute Diarrhoeal Disease,32.0,0.0,18,5,2011,26.96388985,94.58213345,0.5992525517,17.0,301.07,2011-05-18,27.920000000000016
20th week,Gujarat,Navsari,Malaria,21.0,0.0,16,5,2011,20.952407,72.9323831,0.0003037917781,11.6,311.8,2011-05-16,38.650000000000034
20th week,Gujarat,Banaskantha,Acute Diarrhoeal Disease,32.0,0.0,16,5,2011,24.172056,72.431134,0.0005569467907,10.6,314.8,2011-05-16,41.650000000000034
20th week,Gujarat,Banaskantha,Acute Diarrhoeal Disease,287.0,0.0,15,5,2011,24.172056,72.431134,0.0003689804899,6.0,315.87333340000004,2011-05-15,42.72333340000006
20th week,Haryana,Rohtak,Acute Diarrhoeal Disease,58.0,0.0,11,5,2011,28.9010899,76.5801935,0.04773047419,3.0,316.53000000000003,2011-05-11,43.38000000000005
20th week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,13.0,0.0,17,5,2011,13.6102243,77.5127721,0.4553198241,4.6,308.7233334,2011-05-17,35.573333400000024
20th week,Maharashtra,Nashik,Chikungunya,53.0,0.0,13,5,2011,20.0112475,73.7902364,0.005725708808,5.0,314.9866666,2011-05-13,41.8366666
20th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,57.0,0.0,9,5,2011,20.0112475,73.7902364,0.003157393167,11.0,314.0233334,2011-05-09,40.873333400000035
20th week,Maharashtra,Ahmednagar,Malaria,30.0,0.0,20,5,2011,19.1627725,74.8580243,0.03103257406,4.0,316.67,2011-05-20,43.52000000000004
20th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,35.0,0.0,22,5,2011,31.29201065,75.56805772,0.3009952221,4.0,311.09000000000003,2011-05-22,37.940000000000055
20th week,Rajasthan,Jaipur,Malaria,24.0,0.0,12,5,2011,26.9154576,75.8189817,0.0004107214367,3.0,318.7466666,2011-05-12,45.59666660000005
20th week,Tamil Nadu,Kancheepuram,Acute Diarrhoeal Disease,12.0,0.0,16,5,2011,12.87960515,79.70427615,0.023009611,12.4,311.176,2011-05-16,38.02600000000001
20th week,Tamil Nadu,Sivaganga,Acute Diarrhoeal Disease,22.0,0.0,22,5,2011,9.851231,78.53047155,0.187793751,8.0,311.645,2011-05-22,38.495000000000005
20th week,Assam,Udalguri (Darrang),Acute Diarrhoeal Disease,200.0,0.0,14,4,2011,26.7445958,92.0971834,0.1040485349,8.0,296.75,2011-04-14,23.600000000000023
20th week,Maharashtra,Thane,Malaria,20.0,0.0,2,5,2011,19.1943294,72.9701779,0.01414423926,8.0,314.788,2011-05-02,41.638000000000034
20th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,21.0,0.0,7,5,2011,22.642931,88.8930579,0.536171301,13.0,302.996,2011-05-07,29.846000000000004
20th week,Arunachal Pradesh,Seppa Town,Acute Diarrhoeal Disease,211.0,0.0,31,1,2011,27.3594183,93.0406098,0.7235730027,20.0,283.1466666,2011-01-31,9.996666600000026
20th week,Haryana,Ambala,Acute Diarrhoeal Disease,21.0,0.0,7,5,2011,30.3843674,76.770421,0.05303068409,6.0,308.18333340000004,2011-05-07,35.03333340000006
20th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,18.0,0.0,4,5,2011,30.1389108,77.301064,0.001068512926,4.0,309.6633334,2011-05-04,36.51333340000002
20th week,Karnataka,Belgaum,Acute Diarrhoeal Disease,24.0,0.0,15,5,2011,15.8572666,74.5069343,0.04118482376,9.0,313.5433334,2011-05-15,40.39333340000002
20th week,Maharashtra,Sindhudurg,Dengue,5.0,0.0,10,5,2011,16.1357193,73.6522086,0.03387456061,17.0,309.056,2011-05-10,35.906000000000006
21st week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,32.0,0.0,26,5,2011,14.4752936,78.8216861,0.03010703838,8.0,312.096,2011-05-26,38.946000000000026
21st week,Telangana,Adilabad,Acute Diarrhoeal Disease,32.0,0.0,27,5,2011,19.5,78.5,0.0181271038,4.0,317.78000000000003,2011-05-27,44.63000000000005
21st week,Assam,Sivasagar,Cholera,158.0,0.0,18,5,2011,26.9834936,94.6394226,0.5992525517,17.0,301.07,2011-05-18,27.920000000000016
21st week,Chhattisgarh,Surguja,Acute Diarrhoeal Disease,28.0,0.0,21,5,2011,23.25,83.0,0.01015428535,5.0,314.2666666,2011-05-21,41.11666660000003
21st week,Gujarat,Mahesana,Acute Diarrhoeal Disease,41.0,0.0,18,5,2011,23.6015557,72.3867981,0.001998657765,6.0,316.1866666,2011-05-18,43.036666600000046
21st week,Gujarat,Mahesana,Acute Diarrhoeal Disease,117.0,0.0,18,5,2011,23.6015557,72.3867981,0.001998657765,6.0,316.1866666,2011-05-18,43.036666600000046
21st week,Karnataka,Belgaum,Cholera,35.0,0.0,24,5,2011,15.8572666,74.5069343,0.04797721014,14.2,309.07,2011-05-24,35.920000000000016
21st week,Maharashtra,Thane,Malaria,17.0,0.0,28,5,2011,19.1943294,72.9701779,0.08811730195,9.0,313.812,2011-05-28,40.662000000000035
21st week,Punjab,Sri Muktsar Sahib,Dengue,26.0,0.0,23,5,2011,30.4692,74.5182,0.1699077818,2.0,315.1,2011-05-23,41.950000000000045
21st week,Tamil Nadu,Viluppuram,Acute Diarrhoeal Disease,13.0,0.0,27,5,2011,11.9137874,79.50789298,0.1192932364,9.0,309.29,2011-05-27,36.14000000000004
21st week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,32.0,0.0,28,5,2011,11.2287716,78.81825555,0.1562797557,8.0,310.3433334,2011-05-28,37.19333340000003
21st week,Tamil Nadu,Tirunelveli,Dengue,16.0,0.0,21,5,2011,8.7284271,77.7112925,0.02563029155,10.0,308.03200000000004,2011-05-21,34.88200000000006
21st week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,64.0,0.0,22,5,2011,26.4733048,88.67886686,0.7012608493,18.0,298.46,2011-05-22,25.310000000000002
21st week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,54.0,1.0,23,5,2011,26.4733048,88.67886686,0.8194955368,18.0,296.37333340000004,2011-05-23,23.223333400000058
21st week,West Bengal,Purulia,Acute Diarrhoeal Disease,42.0,0.0,22,5,2011,23.3291882,86.3672378,0.324178848,7.0,306.65500000000003,2011-05-22,33.50500000000005
21st week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,225.0,0.0,24,1,2011,27.3,93.05,0.5065819908,4.8,280.552,2011-01-24,7.402000000000044
21st week,Gujarat,Navsari,Malaria,32.0,0.0,16,5,2011,20.952407,72.9323831,0.0003037917781,11.6,311.8,2011-05-16,38.650000000000034
22nd week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,42.0,0.0,3,6,2011,14.4752936,78.8216861,0.2414661965,7.0,310.4533334,2011-06-03,37.30333340000004
22nd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,55.0,0.0,30,5,2011,15.8309251,78.0425373,0.08862595967,6.0,314.135,2011-05-30,40.985000000000014
22nd week,Assam,Morigaon,Acute Diarrhoeal Disease,46.0,1.0,28,5,2011,26.2551482,92.3290878,0.9328065209,21.0,300.78000000000003,2011-05-28,27.630000000000052
22nd week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,17.0,0.0,29,5,2011,22.3547468,82.7110855,0.008465848586,9.0,311.876,2011-05-29,38.726
22nd week,Karnataka,Belgaum,Chikungunya,27.0,0.0,5,6,2011,15.8572666,74.5069343,0.6886999553,4.0,311.1733334,2011-06-05,38.02333340000001
22nd week,Karnataka,Mysore,Cholera,33.0,0.0,2,6,2011,12.3051828,76.6553609,0.5259297403,4.6,302.81,2011-06-02,29.660000000000025
22nd week,Karnataka,Chamarajanagar,Acute Diarrhoeal Disease,14.0,0.0,4,6,2011,11.9346006,76.9328209,1.395057564,9.0,304.3933334,2011-06-04,31.24333340000004
22nd week,Maharashtra,Pune,Acute Diarrhoeal Disease,141.0,0.0,26,5,2011,18.521428,73.8544541,0.06051123648,5.0,312.2033334,2011-05-26,39.05333340000004
22nd week,Maharashtra,Ratnagiri,Acute Diarrhoeal Disease,27.0,0.0,1,6,2011,17.2826079,73.4569787,0.03939463256,11.4,307.845,2011-06-01,34.69500000000005
22nd week,Punjab,Jalandhar,Acute Diarrhoeal Disease,54.0,0.0,3,6,2011,31.29201065,75.56805772,0.4916258805,5.0,306.788,2011-06-03,33.638000000000034
22nd week,Rajasthan,Kotputli,Acute Diarrhoeal Disease,10.0,0.0,28,5,2011,27.707172,76.1996447,0.07403732303,3.0,308.756,2011-05-28,35.605999999999995
22nd week,Tamil Nadu,Madurai,Acute Diarrhoeal Disease,9.0,0.0,24,5,2011,9.9261153,78.1140983,0.2091158931,4.0,313.58,2011-05-24,40.43000000000001
22nd week,Uttarakhand,Haridwar,Cholera,27.0,0.0,2,6,2011,29.91235135,78.00871782,0.2152802117,4.8,302.51,2011-06-02,29.360000000000014
22nd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,27.0,0.0,6,6,2011,23.2495714,87.8681751,0.133609334,10.0,307.1866666,2011-06-06,34.036666600000046
22nd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,18.0,0.0,2,6,2011,23.2495714,87.8681751,0.1476103517,6.4,303.192,2011-06-02,30.04200000000003
22nd week,West Bengal,Howrah,Acute Diarrhoeal Disease,37.0,1.0,3,6,2011,22.5736296,88.3251045,0.3472671727,13.0,303.756,2011-06-03,30.605999999999995
22nd week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,54.0,0.0,23,5,2011,26.4733048,88.67886686,0.8194955368,18.0,296.37333340000004,2011-05-23,23.223333400000058
22nd week,West Bengal,Purulia,Acute Diarrhoeal Disease,46.0,0.0,30,5,2011,23.3291882,86.3672378,0.2339765864,9.0,306.584,2011-05-30,33.434000000000026
22nd week,Uttarakhand,Nainital,Acute Diarrhoeal Disease,29.0,0.0,9,5,2011,29.29478295,79.41548094,0.1438016891,5.6,302.7766666,2011-05-09,29.62666660000002
22nd week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,239.0,0.0,24,1,2011,27.3,93.05,0.5065819908,4.8,280.552,2011-01-24,7.402000000000044
22nd week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,64.0,0.0,22,5,2011,26.4733048,88.67886686,0.7012608493,18.0,298.46,2011-05-22,25.310000000000002
22nd week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,36.0,0.0,5,5,2011,26.4733048,88.67886686,1.138024476,28.0,296.2266666,2011-05-05,23.07666660000001
22nd week,West Bengal,Dakshin Dinajpur,Acute Diarrhoeal Disease,15.0,0.0,31,5,2011,25.38703085,88.50471505,0.6051147217,11.0,300.7133334,2011-05-31,27.563333400000033
23rd week,Telangana,Medak,Acute Diarrhoeal Disease,10.0,0.0,6,6,2011,17.9375095,78.21174499,0.2225436022,4.0,313.256,2011-06-06,40.105999999999995
23rd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,128.0,0.0,30,5,2011,15.8309251,78.0425373,0.08862595967,6.0,314.135,2011-05-30,40.985000000000014
23rd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,22.0,0.0,9,6,2011,15.8309251,78.0425373,0.1991433943,5.6,310.88,2011-06-09,37.73000000000002
23rd week,Assam,Chirang,Malaria,20.0,2.0,4,6,2011,26.6464231,90.62415699,0.9579910839,39.0,299.51,2011-06-04,26.360000000000014
23rd week,Assam,Dibrugarh,Acute Diarrhoeal Disease,4.0,1.0,6,6,2011,27.4844597,94.9019447,1.323451787,11.0,300.05,2011-06-06,26.900000000000034
23rd week,Assam,Golaghat,Acute Diarrhoeal Disease,27.0,0.0,9,6,2011,26.40490095,94.03209112,0.2794277848,6.4,304.32,2011-06-09,31.170000000000016
23rd week,Assam,Tinsukia,Acute Diarrhoeal Disease,11.0,1.0,7,6,2011,27.52016575,95.53063473,0.3427579212,13.0,302.2666666,2011-06-07,29.11666660000003
23rd week,Gujarat,Gandhi Nagar,Acute Diarrhoeal Disease,16.0,0.0,3,6,2011,23.06016515,72.58063822,0.00044162876,4.0,315.4033334,2011-06-03,42.25333340000003
23rd week,Gujarat,Kheda,Acute Diarrhoeal Disease,29.0,1.0,1,6,2011,22.75,72.833333,0.0002196789475,8.6,317.47,2011-06-01,44.32000000000005
23rd week,Gujarat,Kheda,Acute Diarrhoeal Disease,10.0,0.0,9,6,2011,22.75,72.833333,0.02046935021,6.8,311.836,2011-06-09,38.686000000000035
23rd week,Gujarat,Surat,Acute Diarrhoeal Disease,15.0,0.0,4,6,2011,21.19177615,72.95441578,0.03202568453,7.0,308.94,2011-06-04,35.79000000000002
23rd week,Karnataka,Ballari,Acute Diarrhoeal Disease,62.0,0.0,6,6,2011,15.2485413,76.8323648,0.1718040284,4.0,310.62,2011-06-06,37.47000000000003
23rd week,Karnataka,Bidar,Acute Diarrhoeal Disease,27.0,0.0,9,6,2011,18.083333,77.333333,0.478677691,4.4,308.764,2011-06-09,35.61400000000003
23rd week,Karnataka,Bidar,Acute Diarrhoeal Disease,16.0,0.0,8,6,2011,18.083333,77.333333,0.5339662319,2.0,308.185,2011-06-08,35.035000000000025
23rd week,Karnataka,Chitradurga,Malaria,16.0,0.0,7,6,2011,14.2266443,76.4005122,0.4885217986,5.0,306.26,2011-06-07,33.110000000000014
23rd week,Karnataka,Hassan,Acute Diarrhoeal Disease,83.0,0.0,12,6,2011,13.0070817,76.0992703,0.1255512573,6.0,298.895,2011-06-12,25.745000000000005
23rd week,Karnataka,Mysore,Cholera,17.0,0.0,6,6,2011,12.3051828,76.6553609,0.9013574214,9.0,299.64,2011-06-06,26.49000000000001
23rd week,Maharashtra,Nashik,Acute Diarrhoeal Disease,126.0,0.0,5,6,2011,20.0112475,73.7902364,0.5479577686,5.0,313.26,2011-06-05,40.110000000000014
23rd week,Odisha,Ganjam,Malaria,102.0,0.0,3,6,2011,19.4129711,85.04710406,1.16405357046,9.0,308.0,2011-06-03,34.85000000000002
23rd week,Punjab,Jalandhar,Acute Diarrhoeal Disease,109.0,1.0,3,6,2011,31.29201065,75.56805772,0.4916258805,5.0,306.788,2011-06-03,33.638000000000034
23rd week,Tamil Nadu,Coimbatore,Acute Diarrhoeal Disease,66.0,0.0,6,6,2011,11.0600516,77.0679581,1.029452637,7.0,308.40000000000003,2011-06-06,35.25000000000006
23rd week,Tamil Nadu,Virudhunagar,Acute Diarrhoeal Disease,17.0,0.0,12,6,2011,9.5208936,77.8784564,0.03158357145,7.0,314.315,2011-06-12,41.16500000000002
23rd week,Karnataka,Gadag,Malaria,27.0,0.0,21,5,2011,15.4206667,75.6225644,0.07771244308,4.0,314.42,2011-05-21,41.27000000000004
23rd week,Punjab,Jalandhar,Acute Diarrhoeal Disease,60.0,0.0,3,6,2011,31.29201065,75.56805772,0.4916258805,5.0,306.788,2011-06-03,33.638000000000034
23rd week,West Bengal,Howrah,Acute Diarrhoeal Disease,145.0,1.0,3,6,2011,22.5736296,88.3251045,0.3472671727,13.0,303.756,2011-06-03,30.605999999999995
24th week,Assam,Lakhimpur,Malaria,7.0,0.0,15,6,2011,27.0827158,93.9978423,0.7305679829,16.0,304.36,2011-06-15,31.210000000000036
24th week,Assam,Morigaon,Malaria,45.0,1.0,4,6,2011,26.2551482,92.3290878,1.751447982,15.0,298.56,2011-06-04,25.410000000000025
24th week,Assam,Udalguri,Cholera,140.0,3.0,14,6,2011,26.77253155,92.10641749,0.4512064029,15.0,296.445,2011-06-14,23.295000000000016
24th week,Assam,Sibsagar,Acute Diarrhoeal Disease,3.0,1.0,16,6,2011,26.96388985,94.58213345,1.410996264,12.0,300.705,2011-06-16,27.555000000000007
24th week,Gujarat,Gandhi Nagar,Acute Diarrhoeal Disease,60.0,0.0,9,6,2011,23.06016515,72.58063822,0.02046935021,6.8,311.836,2011-06-09,38.686000000000035
24th week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,204.0,0.0,14,6,2011,34.6110236,74.23847867,0.1835130995,11.0,292.7166666,2011-06-14,19.56666660000002
24th week,Karnataka,Bangalore Urban,Acute Diarrhoeal Disease,52.0,0.0,15,6,2011,12.94514225,77.553645,0.1649797868,7.0,303.11,2011-06-15,29.960000000000036
24th week,Karnataka,Bidar,Dengue,34.0,0.0,13,6,2011,18.083333,77.333333,0.3246234474,3.0,312.12,2011-06-13,38.97000000000003
24th week,Karnataka,Chamarajnagar,Acute Diarrhoeal Disease,13.0,0.0,9,6,2011,14.3683154,76.6538415,0.3223808711,7.6,303.94,2011-06-09,30.79000000000002
24th week,Karnataka,Hassan,Acute Diarrhoeal Disease,30.0,0.0,12,6,2011,13.0070817,76.0992703,0.1255512573,6.0,298.895,2011-06-12,25.745000000000005
24th week,Karnataka,Haveri,Acute Diarrhoeal Disease,13.0,0.0,13,6,2011,14.7874825,75.3996731,0.9349355541,5.0,308.81606668000006,2011-06-13,35.666066680000085
24th week,Maharashtra,Ratnagiri,Acute Diarrhoeal Disease,61.0,0.0,10,6,2011,17.2826079,73.4569787,3.31889966,8.6,302.2644,2011-06-10,29.114400000000046
24th week,Maharashtra,Thane,Acute Diarrhoeal Disease,37.0,0.0,15,6,2011,19.1943294,72.9701779,2.912180594,5.0,304.2,2011-06-15,31.05000000000001
24th week,Tamil Nadu,Vellore,Acute Diarrhoeal Disease,18.0,0.0,13,6,2011,12.7948109,79.0006411,0.07847968235,11.0,308.992,2011-06-13,35.84200000000004
